,Np,Nt,Kp,Kt,A,lp,Rg,E2E,zd,Angle,lb,lt,sd_lp,sd_Rg,sd_zd,sd_E2E,sd_dot
221,33.0,8.0,8.0,0.25,60.0,5.384322183730671,5.787123742246336,13.993652649419623,7.676315489021956,1.3472529769485355,0.9704132549128106,0.9714189904347333,0.3616062682730435,0.8483300780085201,1.0963638925740533,5.0626107840134225,0.5369978075652381
222,33.0,8.0,16.0,0.25,60.0,8.995956127507856,6.875203551921409,18.337834723842587,7.762957944111776,1.6067324093992887,0.9704278407366447,0.9717824213381901,0.5938092660732103,0.651950191495426,0.995178217602648,4.880286226374406,0.4750897843080877
223,33.0,8.0,32.0,0.25,60.0,15.388601554542744,7.7453129278095965,22.574997117721537,7.586815848303393,1.8997076002204096,0.9701019026278878,0.9707987639605642,0.9220145156006391,0.3032556083318953,0.879485269485422,3.5414224237265373,0.3607643146571817
224,33.0,8.0,64.0,0.25,60.0,27.200712045492264,8.37254818916079,25.89155603491971,7.3141798802395215,2.1733311352159372,0.9714029533859927,0.9711891791979689,1.4622877605730504,0.10018005315608115,0.7697935618524272,2.012580091230659,0.22850055888027998
225,33.0,8.0,0.25,0.25,50.0,1.1471952461671429,3.378335558879665,7.465464517666207,7.155002175648703,1.3007473218448906,0.9709575631581183,0.9716065720788162,0.04930642104117469,0.23591032339657558,0.8239145192950823,2.4202346620000785,0.5411082042967823
226,33.0,8.0,0.5,0.25,50.0,1.226673891612252,3.422668220435469,7.924567866704032,7.156004211576846,1.3584630867810938,0.9709784517377315,0.9711262869478576,0.037741714567812626,0.2777804332870562,0.9319378037238365,2.6254955867710756,0.5452018671660379
227,33.0,8.0,1.0,0.25,50.0,1.4340814700174873,3.525353622141129,7.845745640069551,7.286167345309381,1.2825202422239725,0.9707343881978133,0.9706472670190947,0.04830915954210842,0.3320775786749027,0.936764179724603,2.7916810463855253,0.5590835280294895
228,33.0,8.0,2.0,0.25,50.0,1.926372926314238,3.8367654299661873,8.40025038832687,7.641789441117765,1.196254879763616,0.9706022039443658,0.9722767971785914,0.08194724383601219,0.41154130562604596,0.953529401480579,3.1592435160203003,0.5107304342606709
229,33.0,8.0,4.0,0.25,50.0,2.964328157920361,4.468121232087812,9.649517813516638,8.148211017964071,1.132124132660075,0.9701394700733779,0.9715674423806462,0.2022118366723868,0.5278709419069659,0.9856695316670027,3.759112993089593,0.5321937860234752
230,33.0,8.0,8.0,0.25,50.0,4.923215879648152,5.513781615298002,12.42806522567256,8.666674111776448,1.1655990692755611,0.9705240340300082,0.9704507980978154,0.4557177607135195,0.7127236316697109,0.9064937584009168,4.700854624661299,0.48531549376278565
231,33.0,8.0,16.0,0.25,50.0,7.448468827224372,6.46165122598523,15.689852441670203,8.913345908183633,1.3202512802202566,0.9703724431602934,0.9715705020150862,0.8236290037969624,0.6072537551796029,0.8524703682806989,4.729556232812321,0.42310706506510565
232,33.0,8.0,32.0,0.25,50.0,11.74591598979392,7.3806524696147475,20.227618396812638,8.80292011976048,1.6397008797820265,0.9702004432344308,0.9710626050531456,1.126062521940043,0.3013277188514159,0.7431712369436433,3.5967677287442936,0.31770082617439344
233,33.0,8.0,64.0,0.25,50.0,18.394519616012442,8.006218628242786,23.704482589558555,8.64023618762475,1.9093338397130313,0.9703333434792734,0.9724415138211706,1.4993730354998887,0.09532185353299372,0.6337918976425952,1.9965679169816384,0.19178354935466185
234,33.0,8.0,0.25,0.25,40.0,1.1202521119692233,3.1965516048467943,6.709919019785162,7.984180858283433,1.1234150562742622,0.971280934450679,0.9718131123338452,0.05935546342112383,0.18267327011045348,0.8633404338539968,2.3336114510306283,0.4908642133544797
235,33.0,8.0,0.5,0.25,40.0,1.2342040152494809,3.2824950672319604,6.858765025027142,8.072748263473054,1.111104121243572,0.9710201712150054,0.9713797910277884,0.061859358623772294,0.23377181443625114,0.846621067989482,2.522890221444364,0.49531192893374765
236,33.0,8.0,1.0,0.25,40.0,1.4144043029232058,3.3894879509272937,7.062938785437292,8.200765948103793,1.0783166034266536,0.9710315318415258,0.9709234951089886,0.06531967115873014,0.26245537052456264,0.8551843404535862,2.620731542278341,0.4954232208117684
237,33.0,8.0,2.0,0.25,40.0,1.8755083300863074,3.677735438839775,7.556790522749885,8.537511896207587,1.0439148108519352,0.970699900571455,0.9724688571279023,0.10276535632090841,0.3147231865772216,0.8711978888930882,2.8536127272339877,0.47729876521697123
238,33.0,8.0,4.0,0.25,40.0,2.8551846750376177,4.248228267850321,8.554942324204868,9.211161916167665,0.9451274649247118,0.9706835727953745,0.9725724424782912,0.24927981565176027,0.36860551742374437,0.8631453795468379,3.247834916835024,0.4401239289950522
239,33.0,8.0,8.0,0.25,40.0,4.444041502544473,5.1041782114441565,10.074406788404929,9.784126946107783,0.8997677687376677,0.9703711833054173,0.9723288538257894,0.5825200066845689,0.4803640597620911,0.8138556180684212,3.8627985091672814,0.38646417381233683
240,33.0,8.0,16.0,0.25,40.0,6.25939980415239,5.976337701077463,13.039160745782548,10.076306487025947,1.0652542287849451,0.9704015395027964,0.9720776470512787,0.9256242694654511,0.46819663834692477,0.7044663925618709,4.149763227104779,0.3490025073003862
241,33.0,8.0,32.0,0.25,40.0,8.678453809983885,6.792974917085828,16.778339036229493,10.196593153692614,1.317761643918796,0.9704294522873608,0.9720518064649313,1.2390439930212325,0.22897927185013475,0.5861771385342097,3.1742485098119095,0.2528572826916179
242,33.0,8.0,64.0,0.25,40.0,11.653160649180172,7.389613502302565,19.90445554480994,10.12628385229541,1.5407312459595843,0.9699424640582743,0.9728239556052883,1.4988261198072799,0.10260815206582656,0.4840307531289526,2.161367863718605,0.17706867104130095
243,33.0,8.0,0.25,0.25,30.0,1.1200857232599013,3.03833730078608,5.8055203414970995,9.136917105788424,0.8678016617438418,0.9711239509375903,0.9761203968331298,0.07380115924594796,0.14571465723991947,0.7254342331512563,2.000806969708534,0.4156665560387845
244,33.0,8.0,0.5,0.25,30.0,1.2004582023764694,3.0566094854835746,5.899468499273904,9.117616606786427,0.8803648339974489,0.9707105066739756,0.9752253677029081,0.07705299151072482,0.14037278836724296,0.7182876794732712,1.9714868521952156,0.41302773846611873
245,33.0,8.0,1.0,0.25,30.0,1.4184888957805848,3.211673161126181,6.019454924192214,9.36348245508982,0.8420567138599888,0.9704176243715523,0.9766904109308663,0.09343017975122894,0.16332790317495982,0.7676567289766139,2.159555149621697,0.3817012937678892
246,33.0,8.0,2.0,0.25,30.0,1.9014601376964764,3.4778934806973028,6.33897953929552,9.767908183632734,0.7484646607537945,0.9707755791839722,0.9769023778905926,0.14970566987710254,0.18294974711134301,0.799869843355452,2.284939071965337,0.34608696346205226
247,33.0,8.0,4.0,0.25,30.0,2.8277603468532786,4.03123881795892,7.341267130510126,10.460679101796407,0.734581635220443,0.9704188502807466,0.9764528373125232,0.3063876810752088,0.22691876362828042,0.7467760583144376,2.719351868191038,0.3398702241314768
248,33.0,8.0,8.0,0.25,30.0,3.940829688591369,4.5875246816202155,7.9391621493652975,11.02045902195609,0.6834308302623302,0.9704010358965091,0.9761266782028168,0.6102835481539973,0.2634224457450732,0.7254559941677329,3.0469484916035423,0.322085467210146
249,33.0,8.0,16.0,0.25,30.0,5.221987972874835,5.293256284543406,9.37962474650873,11.47860229540918,0.7336102697901691,0.9701414444459189,0.9760472818015309,0.9976541962913063,0.2930668469025891,0.5503111711070657,3.4808260088325347,0.29101241377786463
250,33.0,8.0,32.0,0.25,30.0,6.494472240076984,5.946821275847652,11.848331888820232,11.688275169660677,0.8971617914543294,0.970213999790694,0.9766858271868207,1.3185910463319224,0.16087275278412522,0.4701671239830281,2.988162424355039,0.22788524570974922
251,33.0,8.0,64.0,0.25,30.0,7.889459690862401,6.497857311743423,14.741341894776134,11.783581437125749,1.0968636402544287,0.9698355797824031,0.9771783193621661,1.5134622367296044,0.08349048205368521,0.3790075209760589,2.1838339429011393,0.16140930378792925
252,33.0,16.0,0.25,0.25,90.0,1.2039337402033878,3.6857742479378133,8.908824379235034,6.075314151696607,1.6083511324791977,0.9709089176260924,0.9712737034035633,0.059130557697854934,0.4279668876580976,1.967829488775321,3.2183993284845456,0.6588055835571841
253,33.0,16.0,0.5,0.25,90.0,1.2805707955906536,3.766860945869318,9.296246817409356,6.209288323353293,1.6837263494008732,0.971198193800143,0.9713773049572662,0.050096038209774575,0.4113083318551587,1.997110757447308,3.0321109342542862,0.6322483680564985
254,33.0,16.0,1.0,0.25,90.0,1.5206060902560077,3.8946501736837,9.392162836965953,6.165968602794411,1.6584431032677938,0.97053098289301,0.9716847686857603,0.037468776035590845,0.4481181636549765,1.8835394495877533,3.138181730204734,0.6422974615115554
255,33.0,16.0,2.0,0.25,90.0,2.0794487839779414,4.308636934714063,10.415665909957156,6.317974131736527,1.6345080579830764,0.9703877757707349,0.9701835701935623,0.025996074748736744,0.6060428826378655,2.022933438479294,3.6477865399140046,0.6714177956578941
256,33.0,16.0,4.0,0.25,90.0,3.473410536435547,5.135659057498611,12.894574010020118,6.614597185628742,1.637210087294214,0.9703646797766895,0.9714180891273215,0.022184579071374142,0.8544892163706099,2.094382906244111,4.550059970677168,0.6449340939671058
257,33.0,16.0,8.0,0.25,90.0,6.824222253412882,6.393042458924913,17.278281503421653,6.89383502994012,1.7968832055311925,0.9708169011753345,0.9725641921352972,0.06418235161163353,0.9386638296672684,1.9934257493538792,5.279599582822481,0.6370457574905422
258,33.0,16.0,16.0,0.25,90.0,14.927000087105124,7.633239973825123,22.87010741099338,6.653753552894211,2.1873832399142987,0.9702387498495486,0.9713813260630186,0.0345155213230525,0.42957684463640705,2.1352851142986644,3.8747215683620597,0.4765838662962319
259,33.0,16.0,32.0,0.25,90.0,29.755904290180865,8.354056707596907,26.326884538795664,6.12765870259481,2.435888583772321,0.9703312860851687,0.9706521711327528,0.05137413852873245,0.1986004321884481,2.043899509489527,2.7706012981849586,0.39149805549863015
260,33.0,16.0,64.0,0.25,90.0,60.64622924834158,8.787495780493614,28.585096475237695,6.131912135728543,2.6286256830318786,0.9707738619207329,0.9712659488806026,0.12651879142261246,0.05495513039505622,2.0840389906994825,1.4702311138822612,0.26755598596365415
261,33.0,16.0,0.25,0.25,80.0,1.1998893121007266,3.6655284490889426,8.916343180596993,6.801879600798403,1.6230082856972876,0.9715107762539428,0.97106346029426,0.054556017636819644,0.4336517184608051,1.7061118681220018,3.2062093552803272,0.6507347857105985
262,33.0,16.0,0.5,0.25,80.0,1.296989130220921,3.74853105696283,9.060435778289184,7.090599381237525,1.6169720318345542,0.9712309042874214,0.9709253264525306,0.05050641649394245,0.46859023884920753,1.8059759553863801,3.2976277454995384,0.6681242045396716
263,33.0,16.0,1.0,0.25,80.0,1.5583293377656113,3.957513957233194,9.665533660032924,6.900595748502995,1.6670300339471895,0.970980749184358,0.9714994275290154,0.04449351598048956,0.5208843884983889,1.8393258909441506,3.4152096025527556,0.6549230499909505
264,33.0,16.0,2.0,0.25,80.0,2.1284567380547,4.3369195457288665,10.557443379839706,7.158275548902195,1.626260855942382,0.970522914787237,0.9713249977334091,0.03669552170939497,0.6084183489294893,1.9203389129332604,3.729983623077253,0.6532635056277579
265,33.0,16.0,4.0,0.25,80.0,3.412352028122675,5.088960688605304,12.548922173890483,7.506398702594811,1.6096092377941607,0.9706836851159347,0.9712935284208318,0.055830136902711,0.7943654300056872,1.8819295725573744,4.40135611507187,0.6584649865305486
266,33.0,16.0,8.0,0.25,80.0,6.668459590458758,6.35182028372049,17.04978169023338,7.767726174850299,1.7833820323944656,0.9707063628795025,0.9707895203841109,0.0798299945060203,0.9762695418504271,1.896160490966234,5.222702251014141,0.6325026289995971
267,33.0,16.0,16.0,0.25,80.0,13.295352228070621,7.498468585091904,21.904257362251485,7.472808263473054,2.0452702307943937,0.9703061399809962,0.9716348164445109,0.20771111120122873,0.5243090473383002,1.783053200930942,4.376682831408636,0.5138756315645917
268,33.0,16.0,32.0,0.25,80.0,26.45670107958222,8.253507549097872,25.80707330458743,7.300520419161677,2.33769857833846,0.970444782615414,0.9711644681344132,0.30183815293917193,0.2679563296766757,1.7852406123953524,3.2432878873183726,0.41900498089818444
269,33.0,16.0,64.0,0.25,80.0,55.518670731997936,8.742553276393876,28.374989930749393,7.069730159680639,2.5922292916569005,0.9706526172828355,0.9708463539716522,0.3088017588726433,0.07887760377055833,1.8228799848098431,1.7122417588501242,0.2872565575881557
270,33.0,16.0,0.25,0.25,70.0,1.1861914389277188,3.6354121332935154,8.814141443531515,7.667075668662675,1.6214361810550113,0.9712502938289909,0.9704127664247792,0.05122975503511421,0.35237475764498266,1.6446988460444185,3.0225296696258748,0.6269584770294612
271,33.0,16.0,0.5,0.25,70.0,1.2549112879768591,3.734736039843316,9.1172157870992,7.727536946107785,1.6760559724724549,0.9712621994708657,0.9706381235098502,0.04578344727317449,0.3912054684624639,1.6406797751337674,2.959981696083312,0.6415356618762168
272,33.0,16.0,1.0,0.25,70.0,1.528269859219567,3.8978921539283093,9.509373655336544,7.568314790419161,1.6235283921929657,0.970616591058867,0.9710547362992863,0.03970967941146336,0.47755366434264257,1.584701131458961,3.23108901815145,0.6443546798955034
273,33.0,16.0,2.0,0.25,70.0,2.0688590202032486,4.210521504627564,10.030109672608777,7.8793432734530935,1.5439333496665852,0.9704831200106112,0.9705446994205654,0.030261809666461855,0.6176526455643632,1.694238256218998,3.6489111064367594,0.6415611443092528
274,33.0,16.0,4.0,0.25,70.0,3.3024474915347954,4.992153037783659,12.316020643355007,8.288128962075849,1.573012642009106,0.9705323855196837,0.9719568944920906,0.05472434133527506,0.792508339378501,1.7305762222967709,4.436004215770385,0.6434105596280677
275,33.0,16.0,8.0,0.25,70.0,6.119955346943344,6.183784021896193,15.955014153451886,8.69281820758483,1.644868888440568,0.9706259981118205,0.9709152792114345,0.18279133139300413,0.9736415649168876,1.5751632473640995,5.352529976598899,0.6202263845718673
276,33.0,16.0,16.0,0.25,70.0,11.852271696019502,7.343491345298812,20.985441850142415,8.28284243512974,1.9559583121467916,0.9704754051955065,0.9714596558346869,0.2857720968986954,0.6414673077924591,1.5995514403088356,5.0413986417349514,0.5629730670171905
277,33.0,16.0,32.0,0.25,70.0,25.159374853582552,8.226332130766362,25.60661200997466,8.416589862275448,2.3009618593338015,0.9705584194708604,0.9720703229515623,0.3675325824986519,0.20962708619225323,1.5367057067201417,2.8360059125365584,0.38150607102539325
278,33.0,16.0,64.0,0.25,70.0,51.30632705941553,8.718577279283743,28.170335552933153,8.228283073852296,2.5513057773073804,0.9706207429614225,0.9717519617342689,0.5815684751443495,0.06428500471928382,1.5251268209515434,1.5981859040626838,0.27291873567202884
279,33.0,16.0,0.25,0.25,60.0,1.1777622153265714,3.6481732456159377,8.627212718029034,8.351895409181637,1.6322254226897168,0.9707310459813115,0.9713365302511303,0.047964056054938774,0.41214495414168884,1.4942313132603755,3.08530845424138,0.6786386921371774
280,33.0,16.0,0.5,0.25,60.0,1.2943116656567244,3.702715284060262,8.832710761482836,8.632927365269461,1.6195252642783315,0.9712205855914968,0.9709471785860339,0.04256056992600301,0.38395947895048704,1.509236177834495,2.9433659184606924,0.6513791433864641
281,33.0,16.0,1.0,0.25,60.0,1.492259448520486,3.800287417130518,9.175631131633208,8.422456966067863,1.569274719342468,0.9707119336357551,0.9707701097286108,0.03362656711560408,0.4297534458866038,1.5700265254271621,3.2203304125983325,0.6647769612557709
282,33.0,16.0,2.0,0.25,60.0,2.0532223563148686,4.208857465833381,9.923449151016207,8.747827425149703,1.5212230668987552,0.9706168014643078,0.9712487923817207,0.033771336879533286,0.621893470577215,1.523783455296286,3.681097362442701,0.6430791612036052
283,33.0,16.0,4.0,0.25,60.0,3.292479034620439,4.940916722317252,11.86425450904025,9.174549021956087,1.4963951130855462,0.9703808514794318,0.9708047448432787,0.08530348123921638,0.8061738891389874,1.6168820152281072,4.33923749810888,0.63942285747408
284,33.0,16.0,8.0,0.25,60.0,5.785608319127745,6.045551465775849,15.435363854524676,9.601025411177643,1.5916604692076097,0.9706189928007543,0.9712859599442673,0.21551269981295973,0.859555951762636,1.6077735204598809,5.00822309840019,0.6047008993620484
285,33.0,16.0,16.0,0.25,60.0,11.498651730543417,7.306696862664948,20.814400865269615,9.4409349500998,1.9031895373383956,0.9705692541872006,0.9708176445301387,0.373861562822309,0.47805109075514957,1.515077423733992,4.267301334117778,0.4695810909871776
286,33.0,16.0,32.0,0.25,60.0,20.764595985376477,8.066315300227103,24.54931052331504,9.616434473053893,2.159032470067926,0.9696811049731451,0.9712533500943649,0.6464106434434174,0.2675601985065622,1.4299213302113538,3.192297580742328,0.3769138083520542
287,33.0,16.0,64.0,0.25,60.0,39.94503275276885,8.601482348161818,27.39208008436256,9.492081876247507,2.407837472878731,0.970196598044096,0.9713415920112656,1.186425848004579,0.08917912487516717,1.2242757674552398,1.851006619896995,0.2732570478426646
288,33.0,16.0,0.25,0.25,50.0,1.1826575238520785,3.5541542907198944,8.370272216598597,9.396267744510977,1.5393950625332768,0.9710135154488849,0.9717745784039401,0.05079847032888858,0.3303842286986145,1.472832577560144,2.833597673972534,0.6375568505830949
289,33.0,16.0,0.5,0.25,50.0,1.2700362552038282,3.593361963282764,8.40454677245092,9.628449660678642,1.482635232247926,0.9709930251674164,0.9712030316835887,0.04336004191133977,0.35720632861060586,1.491065145740186,3.020491012608283,0.6457297746885259
290,33.0,16.0,1.0,0.25,50.0,1.478889409027034,3.7274116492684475,8.638330783923493,9.52747861277445,1.4865341381151906,0.9708529547579867,0.9714517044955195,0.03842370653828238,0.4170423654318992,1.3876378160175795,3.033593346701552,0.6278700209377752
291,33.0,16.0,2.0,0.25,50.0,1.9534939270903788,4.067412557638015,9.371183388977794,9.7135824750499,1.4695191720340581,0.9706965908252466,0.9717030527736594,0.04281378364752513,0.4935504352540065,1.432458559911502,3.4308036428551962,0.6436094593675226
292,33.0,16.0,4.0,0.25,50.0,3.116202575727794,4.7622582916682275,11.183986860334985,10.325009363273454,1.406784455849128,0.9707904041632824,0.9704624377845891,0.12048716608996358,0.6770773520398582,1.5124848127537593,4.161357160793685,0.6063654032519272
293,33.0,16.0,8.0,0.25,50.0,5.3859171058932285,5.853103931346491,14.291663024211502,10.762384027944112,1.4475141171511112,0.9703212861155309,0.9712893599376988,0.31128044311622816,0.8401345248588854,1.536215128249155,4.92495964875433,0.5701477243848988
294,33.0,16.0,16.0,0.25,50.0,9.104830493144586,6.9334789590020645,18.364661623276255,10.94261239720559,1.61742487511539,0.970351210099914,0.9713943952793299,0.6360074286163445,0.5598698517313039,1.331746703172996,4.665027042101324,0.45186813787768637
295,33.0,16.0,32.0,0.25,50.0,15.121739576877792,7.750008260891093,22.40321515100415,11.14684381237525,1.8957714060522872,0.9702729018009171,0.9717825480404326,0.9538917057133373,0.31027221268036853,1.2580482482059296,3.571109189309937,0.3617022234967445
296,33.0,16.0,64.0,0.25,50.0,26.617787236973438,8.346343839612878,25.756196342208497,11.145614131736528,2.1676584035140394,0.9704107499540624,0.9714448602944153,1.4218070204970297,0.11116020192706126,1.1931106048894609,2.0939426296622368,0.24492886596720595
297,33.0,16.0,0.25,0.25,40.0,1.1408391927053805,3.4155058035175,7.73508027839728,10.548595634730537,1.4347818127494396,0.9713275523126517,0.9720442129600625,0.047013392206094316,0.30871900072751024,1.3648730984795685,2.6947752136085548,0.6134541963335973
298,33.0,16.0,0.5,0.25,40.0,1.228658881999234,3.467241628931173,7.839928721650533,10.621653996007984,1.4299820101633318,0.9714385329967046,0.9715584421448074,0.0394883351612008,0.34061144014138944,1.3181325260705758,2.897234893163616,0.6308431466730293
299,33.0,16.0,1.0,0.25,40.0,1.4342453500149113,3.5787118810085183,8.064729831087135,10.58354439720559,1.4003755572102075,0.9705343214882266,0.9717709795741838,0.03972370039535136,0.29348995602439093,1.3124241336221367,2.8229026416057956,0.6076174853621814
300,33.0,16.0,2.0,0.25,40.0,1.8859617170580643,3.8769232693267326,8.608337653601984,10.942689453093813,1.318749064691007,0.9708750950909788,0.9720339659751568,0.06437790762506944,0.40613203178601176,1.3765197961509603,3.1733944462258963,0.5932016570586207
301,33.0,16.0,4.0,0.25,40.0,3.001635551524519,4.578555568590437,10.11457243493499,11.601139964071855,1.224731275256888,0.9704534785428066,0.9707919717319589,0.1844229067745219,0.5182982520370575,1.3774964854730896,3.5764747296279005,0.5398870531451838
302,33.0,16.0,8.0,0.25,40.0,4.731107510368315,5.401310984966338,11.867831142467082,12.366497556487024,1.1303334326269592,0.9703865054796835,0.9707680585014371,0.47412430403417055,0.6561989030777888,1.438981244255557,4.379050086187481,0.47216880632595637
303,33.0,16.0,16.0,0.25,40.0,7.427815873108063,6.511905860984462,15.705991962091945,12.564312909181636,1.339529770205817,0.97074584089419,0.9712388442854095,0.8358411642589192,0.4809220996470762,1.17992167983244,4.3114865803225975,0.39580153510629673
304,33.0,16.0,32.0,0.25,40.0,11.201107763055614,7.321882050812631,19.764424889021775,12.713773834331336,1.6136097291862102,0.9695241240658333,0.9707860604668223,1.1204598056623882,0.30341708698707565,1.1513065736724444,3.4962565655731344,0.3117649574733245
305,33.0,16.0,64.0,0.25,40.0,16.60417903725612,7.923536472038009,22.91509256063592,12.798784932135728,1.8446725135891582,0.9703987121626093,0.9717418387724489,1.5330349403281789,0.10297904209276541,0.9989957692930338,2.1072546863114177,0.19672572266945798
306,33.0,16.0,0.25,0.25,30.0,1.111772314358802,3.2630812170010337,7.146464930517449,11.953093101796407,1.2941595038815434,0.9710466773440803,0.9725179070632597,0.04666387132666852,0.22003462523282846,1.1862621773272488,2.496007260342535,0.5880649810105676
307,33.0,16.0,0.5,0.25,30.0,1.1915080366527184,3.310358854507962,7.24511154722962,12.025360866267464,1.2761602014185878,0.9711172142611051,0.9736337954470355,0.04370986727280719,0.22539299813266975,1.265692103245706,2.394763909073354,0.5701070362816334
308,33.0,16.0,1.0,0.25,30.0,1.354896192263002,3.3731936258081805,7.110018042133815,11.891357386427144,1.254073286418043,0.9702304740168206,0.9736025578226206,0.05274347213656707,0.2547438767126674,1.2456561196210516,2.4710367564951086,0.5595218107789516
309,33.0,16.0,2.0,0.25,30.0,1.793134718021409,3.625083596256242,7.535291188968596,12.355980674451096,1.1495351091467558,0.9706404908024922,0.9732861392458023,0.09621926530112121,0.2647818976928382,1.2879404473095841,2.6540282953282266,0.5590225537027242
310,33.0,16.0,4.0,0.25,30.0,2.7890413937790393,4.226918847267348,8.501063244754334,13.139555052215568,1.004569917864493,0.9706898801674352,0.9736447413687281,0.2411158005081422,0.40473425409156166,1.2468888976993915,3.1579962759070557,0.4663109527379383
311,33.0,16.0,8.0,0.25,30.0,4.2262643810661125,4.998365363010105,9.704319361955157,13.882765615568863,0.894028984506115,0.9704236022926314,0.973402602197129,0.5713847428973403,0.4457563296116938,1.258125676168149,3.5363489175495433,0.3883362466473107
312,33.0,16.0,16.0,0.25,30.0,5.903352839468474,5.828675396962982,11.952729946465828,14.219321706187625,0.9788229488304921,0.9706334115375033,0.9728916140265624,0.9616895135226696,0.3814929891775085,1.120901466379538,3.7688127290528834,0.3318790780673235
313,33.0,16.0,32.0,0.25,30.0,7.968997549737458,6.6167645228522085,15.435486379677235,14.675665791616765,1.2111280402885445,0.9699901577899048,0.9733646774603244,1.2821667052965136,0.22963155567138166,1.055761651565187,3.2421521468653176,0.2609675410052961
314,33.0,16.0,64.0,0.25,30.0,10.315122392994676,7.194300115893203,18.414120922996993,14.883548523401197,1.4242585097989042,0.9697737580646935,0.9737473992546531,1.5349934994170304,0.0988323869681323,0.9098661441674039,2.14307827726877,0.17304166100108995
315,33.0,32.0,0.25,0.25,90.0,1.1688434597840087,3.668643311896595,9.123055166908896,7.960254956087823,1.7165864823900023,0.9709523366860816,0.9711244331919494,0.05167076351825704,0.34848862468831593,2.8662990745313763,2.8649958065255703,0.6262106464768482
316,33.0,32.0,0.5,0.25,90.0,1.3001241004796529,3.7843393211934164,9.308860208383853,8.585497207564869,1.6751796705659907,0.9713155306485256,0.9709772680708451,0.053476202733325755,0.4374242826962827,3.421971268030872,3.0747386037778313,0.6303522753117847
317,33.0,32.0,1.0,0.25,90.0,1.5439586543687094,3.968218588842873,9.70887080739687,7.95226056487026,1.6984389733129328,0.9706990123975497,0.9712071954446984,0.048142507624257064,0.519656160713774,3.004547351185097,3.4215987881651024,0.6454974201989705
318,33.0,32.0,2.0,0.25,90.0,2.0013865212388597,4.248718493949303,10.17691788811211,8.763074034530938,1.611060390877943,0.9703387748386383,0.9713162070728373,0.021752466204258244,0.6208436879795225,2.764803507896595,3.7892069358014804,0.6854423938042375
319,33.0,32.0,4.0,0.25,90.0,3.6146263279528004,5.2614973544741055,13.490691744773644,8.556564115568863,1.7249870607847249,0.9705902916549025,0.9710006690594344,0.021817988428470814,0.8817682934108617,2.727472812023083,4.3786938940961315,0.6306333728558131
320,33.0,32.0,8.0,0.25,90.0,7.315123488214326,6.542893428666247,18.100798104817795,9.2753943502994,1.9397806385537106,0.9711012207003961,0.9712700446787169,0.02842256837539463,0.9101597165981034,3.036630630142525,5.080537966374885,0.6348073810995662
321,33.0,32.0,16.0,0.25,90.0,14.17139550139646,7.563798055114502,22.51494858317451,8.757173697405191,2.1587235636914994,0.9706270212500718,0.9716370066063705,0.05997587653127027,0.5415844488151889,2.9836733819787216,4.401845190155944,0.5267407868768892
322,33.0,32.0,32.0,0.25,90.0,30.503177036187466,8.366314101795389,26.405528594108883,8.721659812974051,2.435140185611592,0.9701348663168149,0.9710761526169511,0.07882512749914969,0.2219284295234415,2.8577964238674722,2.899783684835994,0.39956461834580365
323,33.0,32.0,64.0,0.25,90.0,62.5645596478166,8.790146086697769,28.65486592452349,8.913751085828343,2.6412092113868106,0.9704310618162845,0.9713431980167682,0.07521179218311472,0.05346158737189036,3.1709929508055152,1.3922405199962116,0.2542481063869835
324,33.0,32.0,0.25,0.25,80.0,1.1989525182654235,3.7215665746860065,9.150505345304385,9.04169108263473,1.7029536484077297,0.9705772284425735,0.9706303119796715,0.056057450898619396,0.4446788499605448,2.926846605541416,3.0960139337083294,0.6681475485627001
325,33.0,32.0,0.5,0.25,80.0,1.2814874048802884,3.77279431592499,9.25609789014398,9.441264784231537,1.6776056600079732,0.9711396010005491,0.9707101889700687,0.05053425174364812,0.4652393242229807,2.845822569402668,3.243749289472147,0.6564088525957689
326,33.0,32.0,1.0,0.25,80.0,1.5125757180582082,3.9321782951510134,9.505087771362854,9.67505250758483,1.6813680040649857,0.9705179123282247,0.9710176633092432,0.04149605855577792,0.4759023921151406,2.8755301405599947,3.313239098246569,0.6711266321600814
327,33.0,32.0,2.0,0.25,80.0,2.1032764161145105,4.359654005980525,10.694778309040313,10.15685068003992,1.6645729605808306,0.970201264927621,0.9706107756457778,0.03297402768541301,0.5895727128455018,2.8352650700054594,3.757004260129896,0.6562723940662737
328,33.0,32.0,4.0,0.25,80.0,3.5332396037891685,5.201312305374726,13.039239112882138,9.81513847984032,1.6912701774374834,0.9704405546398793,0.9712692165091054,0.027227545003171687,0.8321511940804445,2.774248022748756,4.502443137104914,0.6534161318212021
329,33.0,32.0,8.0,0.25,80.0,6.62628474497163,6.3543730419303035,17.092792470021635,10.631776074770459,1.7961375210048607,0.9704726335248235,0.9712682129719507,0.08435245017973322,0.8705104302935086,2.960817989623464,5.032674504168455,0.5916118502561541
330,33.0,32.0,16.0,0.25,80.0,13.144310137936383,7.492084262617488,21.926323919046133,9.779610902195609,2.0881790177675588,0.9704651995448548,0.9716559847112574,0.13996191630111984,0.5378117770119044,2.694868088561048,4.376257247882059,0.5245004345874255
331,33.0,32.0,32.0,0.25,80.0,27.93656552604667,8.320900496865915,26.08038089688292,9.762494119361277,2.389609278834697,0.9707748832899389,0.9712155250930529,0.1999772312597031,0.1839179037196872,2.792358305153526,2.702644348020331,0.37683822816651796
